cell_label	Estimated_class	Prob	Best_class	Actual_class	Actual==Best_class	top5_genes	top5_gene_counts	closest_cell_labels	closest_cell_classes	dist
28	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Pcp4', 'Tshz2', 'Cplx2', 'Rab3c', 'Snca']	[10.85, 11.909, 6.119, 4.349, 3.88]	[21, 27, 35, 20, 34, 14]	['037 DG Glut', '032 L5 NP CTX Glut', '332 SMC NN', '335 BAM NN', '329 ABC NN', '326 OPC NN']	[36.06, 36.5, 37.64, 51.39, 52.31, 72.25]
5	['038 DG-PIR Ex IMN', '046 Vip Gaba']	[0.955, 0.045]	038 DG-PIR Ex IMN	319 Astro-TE NN	False	['Cnr1', 'Col25a1', 'Rab3c', 'Synpr', 'Gda']	[24.09, 13.22, 10.89, 5.76, 7.909]	[12, 6, 4, 11, 13, 19]	['030 L6 CT CTX Glut', '048 RHP-COA Ndnf Gaba', '327 Oligo NN', '022 L5 ET CTX Glut', '333 Endo NN', '337 DC NN']	[36.35, 36.5, 37.36, 53.08, 53.08, 72.06]
8	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	031 CT SUB Glut	False	['Sst', 'Nxph1', 'Nos1', 'Npy', 'Lhx6']	[69.01, 23.229, 38.9, 11.069, 5.079]	[1, 15, 9, 16, 2, 22]	['056 Sst Chodl Gaba', '025 CA2-FC-IG Glut', '336 Monocytes NN', '053 Sst Gaba', '050 Lamp5 Lhx6 Gaba', '331 Peri NN']	[36.06, 36.12, 36.67, 51.07, 51.7, 72.44]
9	['053 Sst Gaba']	[1.0]	053 Sst Gaba	336 Monocytes NN	False	['Nxph1', 'Sst', 'Gad1', 'Pde1a', 'Npy']	[22.69, 21.549, 13.239, 17.1, 11.46]	[8, 10, 16, 2, 15, 1]	['031 CT SUB Glut', '332 SMC NN', '053 Sst Gaba', '050 Lamp5 Lhx6 Gaba', '025 CA2-FC-IG Glut', '056 Sst Chodl Gaba']	[36.67, 37.36, 37.64, 39.4, 51.07, 51.16]
18	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	338 Lymphoid NN	False	['Gda', 'Pcp4', 'Rab3c', 'Cadps2', 'Tshz2']	[8.399, 11.76, 9.329, 5.9, 6.719]	[11, 19, 17, 25, 26, 12]	['022 L5 ET CTX Glut', '337 DC NN', '334 Microglia NN', '329 ABC NN', '326 OPC NN', '030 L6 CT CTX Glut']	[36.35, 38.28, 43.83, 44.41, 50.91, 51.16]
3	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	333 Endo NN	False	['Pde1a', 'Cnr1', 'Cck', 'Gda', 'Sv2b']	[17.0, 12.6, 15.97, 11.26, 11.149]	[2, 10, 4, 11, 9, 17]	['016 CA1-ProS Glut', '048 RHP-COA Ndnf Gaba', '004 L6 IT CTX Glut', '053 Sst Gaba', '022 L5 ET CTX Glut', '005 L5 IT CTX Glut']	[37.64, 37.64, 38.63, 50.95, 51.26, 72.06]
5	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	338 Lymphoid NN	False	['Tafa1', 'Pde1a', 'Nrn1', 'Nrgn', 'Snca']	[17.6, 10.359, 9.89, 27.78, 12.189]	[6, 12, 4, 11, 13, 3]	['006 L4/5 IT CTX Glut', '025 CA2-FC-IG Glut', '004 L6 IT CTX Glut', '053 Sst Gaba', '032 L5 NP CTX Glut', '333 Endo NN']	[37.64, 40.25, 40.71, 51.0, 54.7, 72.17]
7	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	030 L6 CT CTX Glut	False	['Nos1', 'Grin3a', 'Synpr', 'Ntng1', 'Chrm2']	[17.11, 4.019, 3.19, 3.44, 6.969]	[14, 6, 13, 5, 21, 20]	['056 Sst Chodl Gaba', '006 L4/5 IT CTX Glut', '032 L5 NP CTX Glut', '338 Lymphoid NN', '330 VLMC NN', '046 Vip Gaba']	[36.12, 42.19, 59.61, 72.83, 77.25, 83.72]
29	['338 Lymphoid NN', '336 Monocytes NN']	[0.877, 0.123]	338 Lymphoid NN	336 Monocytes NN	False	['Pcp4', 'Plp1', 'Bcl11b', 'Mobp', 'Snca']	[11.67, 27.6, 2.24, 5.23, 5.699]	[30, 22, 36, 37, 23, 31]	['029 L6b CTX Glut', '031 CT SUB Glut', '331 Peri NN', '327 Oligo NN', '326 OPC NN', '047 Sncg Gaba']	[36.22, 36.67, 44.41, 52.31, 53.08, 75.58]
32	['046 Vip Gaba']	[1.0]	046 Vip Gaba	045 OB-STR-CTX Inh IMN	False	['Cnr1', 'Cck', 'Kctd12', 'Cadps2', 'Col25a1']	[44.979, 20.02, 10.43, 8.579, 6.88]	[31, 25, 33, 38, 26, 24]	['047 Sncg Gaba', '038 DG-PIR Ex IMN', '334 Microglia NN', '319 Astro-TE NN', '050 Lamp5 Lhx6 Gaba', '335 BAM NN']	[36.22, 37.95, 44.41, 50.92, 50.92, 50.92]
10	['006 L4/5 IT CTX Glut', '005 L5 IT CTX Glut']	[0.992, 0.008]	006 L4/5 IT CTX Glut	338 Lymphoid NN	False	['Pde1a', 'Pcp4', 'Snca', 'Gda', 'C1ql3']	[20.579, 19.049, 14.06, 10.449, 8.43]	[17, 3, 11, 9, 18, 4]	['046 Vip Gaba', '005 L5 IT CTX Glut', '016 CA1-ProS Glut', '319 Astro-TE NN', '004 L6 IT CTX Glut', '051 Pvalb chandelier Gaba']	[36.01, 38.28, 39.4, 39.81, 50.92, 51.07]
22	['031 CT SUB Glut', '004 L6 IT CTX Glut']	[0.998, 0.001]	031 CT SUB Glut	030 L6 CT CTX Glut	False	['Synpr', 'Rasgrf2', 'Ptgds', 'Nrgn', 'Slc1a3']	[9.93, 5.51, 15.76, 9.93, 6.699]	[29, 15, 23, 30, 16, 24]	['337 DC NN', '047 Sncg Gaba', '330 VLMC NN', '022 L5 ET CTX Glut', '031 CT SUB Glut', '049 Lamp5 Gaba']	[38.63, 39.0, 39.4, 52.31, 53.67, 72.69]
2	['046 Vip Gaba']	[1.0]	046 Vip Gaba	337 DC NN	False	['Cnr1', 'Cadps2', 'Rab3c', 'Kcnip1', 'Pcp4']	[34.06, 13.399, 16.27, 8.6, 10.989]	[9, 3, 1, 8, 10, 4]	['047 Sncg Gaba', '022 L5 ET CTX Glut', '333 Endo NN', '327 Oligo NN', '336 Monocytes NN', '319 Astro-TE NN']	[38.63, 42.19, 44.41, 58.1, 59.09, 72.25]
4	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Rab3c', 'Snca', 'Pcp4', 'Cdh13', 'Tshz2']	[18.239, 20.069, 8.659, 5.619, 5.889]	[11, 5, 3, 12, 10, 2]	['006 L4/5 IT CTX Glut', '036 HPF CR Glut', '022 L5 ET CTX Glut', '331 Peri NN', '336 Monocytes NN', '337 DC NN']	[36.0, 36.35, 39.4, 50.95, 56.29, 72.25]
10	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Cnr1', 'Rab3c', 'Snca', 'Cadps2', 'Synpr']	[30.149, 27.629, 16.469, 11.609, 10.359]	[17, 3, 9, 11, 16, 18]	['051 Pvalb chandelier Gaba', '022 L5 ET CTX Glut', '047 Sncg Gaba', '006 L4/5 IT CTX Glut', '038 DG-PIR Ex IMN', '332 SMC NN']	[36.35, 36.88, 39.4, 43.27, 50.95, 51.16]
12	['036 HPF CR Glut']	[1.0]	036 HPF CR Glut	331 Peri NN	False	['Reln', 'Kcnk2', 'Nrn1', 'Stmn1', 'Cdh13']	[17.62, 6.23, 6.579, 7.969, 3.849]	[13, 11, 5, 19, 20, 4]	['005 L5 IT CTX Glut', '006 L4/5 IT CTX Glut', '036 HPF CR Glut', '025 CA2-FC-IG Glut', '338 Lymphoid NN', '319 Astro-TE NN']	[36.01, 36.06, 36.12, 39.4, 50.95, 50.95]
16	['046 Vip Gaba']	[1.0]	046 Vip Gaba	038 DG-PIR Ex IMN	False	['Npy', 'Gad2', 'Cnr1', 'Cadps2', 'Cck']	[11.88, 9.72, 32.009, 12.63, 10.63]	[17, 23, 9, 15, 10, 8]	['051 Pvalb chandelier Gaba', '007 L2/3 IT CTX Glut', '047 Sncg Gaba', '049 Lamp5 Gaba', '336 Monocytes NN', '327 Oligo NN']	[36.12, 36.88, 40.25, 40.25, 50.95, 51.07]
20	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	338 Lymphoid NN	False	['Slc17a7', 'Hs3st2', 'Nrgn', 'Sv2b', 'Snca']	[21.049, 11.229, 31.239, 10.14, 11.27]	[13, 27, 19, 21, 28, 12]	['005 L5 IT CTX Glut', '017 CA3 Glut', '025 CA2-FC-IG Glut', '016 CA1-ProS Glut', '031 CT SUB Glut', '331 Peri NN']	[36.01, 36.5, 40.25, 46.23, 50.91, 50.95]
26	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	045 OB-STR-CTX Inh IMN	False	['Slc17a7', 'Neurod6', 'Snca', 'Cck', 'Cplx2']	[18.87, 11.229, 20.079, 10.229, 16.28]	[25, 33, 19, 27, 20, 18]	['046 Vip Gaba', '032 L5 NP CTX Glut', '025 CA2-FC-IG Glut', '017 CA3 Glut', '338 Lymphoid NN', '332 SMC NN']	[36.22, 36.67, 37.11, 39.0, 51.7, 51.88]
4	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	050 Lamp5 Lhx6 Gaba	False	['Nrgn', 'Tafa1', 'Pde1a', 'Bdnf', 'Gda']	[57.529, 28.37, 13.609, 5.21, 9.1]	[11, 5, 3, 10, 12, 18]	['017 CA3 Glut', '022 L5 ET CTX Glut', '336 Monocytes NN', '338 Lymphoid NN', '331 Peri NN', '032 L5 NP CTX Glut']	[36.5, 39.81, 40.25, 51.88, 56.28, 74.46]
6	['005 L5 IT CTX Glut', '004 L6 IT CTX Glut']	[0.539, 0.461]	005 L5 IT CTX Glut	004 L6 IT CTX Glut	False	['Tshz2', 'Nxph1', 'Tafa1', 'Cdh9', 'Kcnk2']	[7.869, 10.5, 22.479, 0.0, 3.029]	[7, 5, 13, 12, 14, 20]	['056 Sst Chodl Gaba', '022 L5 ET CTX Glut', '031 CT SUB Glut', '331 Peri NN', '335 BAM NN', '005 L5 IT CTX Glut']	[36.05, 36.67, 37.36, 50.91, 50.95, 72.11]
10	['037 DG Glut']	[1.0]	037 DG Glut	338 Lymphoid NN	False	['Thsd7a', 'Pde1a', 'Snca', 'Gad1', 'Nrgn']	[34.04, 15.289, 11.39, 8.22, 20.68]	[17, 9, 3, 11, 18, 4]	['030 L6 CT CTX Glut', '051 Pvalb chandelier Gaba', '336 Monocytes NN', '017 CA3 Glut', '032 L5 NP CTX Glut', '050 Lamp5 Lhx6 Gaba']	[36.0, 36.35, 36.88, 39.4, 51.7, 51.88]
12	['017 CA3 Glut']	[1.0]	017 CA3 Glut	331 Peri NN	False	['Tafa1', 'Nrgn', 'Bcl11b', 'Sv2b', 'Pde1a']	[27.319, 62.009, 10.88, 9.85, 18.53]	[5, 13, 19, 11, 6, 20]	['022 L5 ET CTX Glut', '031 CT SUB Glut', '036 HPF CR Glut', '017 CA3 Glut', '004 L6 IT CTX Glut', '005 L5 IT CTX Glut']	[36.67, 37.36, 39.0, 46.86, 50.91, 51.07]
19	['046 Vip Gaba']	[1.0]	046 Vip Gaba	036 HPF CR Glut	False	['Cadps2', 'Snca', 'Cnr1', 'Cxcl14', 'Kctd12']	[12.09, 14.539, 20.149, 7.75, 9.529]	[26, 18, 20, 12, 25, 13]	['047 Sncg Gaba', '032 L5 NP CTX Glut', '005 L5 IT CTX Glut', '331 Peri NN', '045 OB-STR-CTX Inh IMN', '031 CT SUB Glut']	[36.01, 37.36, 37.64, 39.0, 51.07, 51.16]
25	['038 DG-PIR Ex IMN', '046 Vip Gaba']	[0.999, 0.001]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Cnr1', 'Nrgn', 'Col25a1', 'Kctd12', 'Snca']	[25.799, 13.68, 4.36, 9.609, 5.909]	[26, 18, 32, 24, 33, 31]	['047 Sncg Gaba', '032 L5 NP CTX Glut', '334 Microglia NN', '037 DG Glut', '337 DC NN', '016 CA1-ProS Glut']	[36.35, 36.5, 37.36, 37.36, 50.95, 51.0]
6	['031 CT SUB Glut', '016 CA1-ProS Glut']	[0.93, 0.07]	031 CT SUB Glut	336 Monocytes NN	False	['Pde1a', 'Nnat', 'Slc17a7', 'Enc1', 'Snca']	[33.97, 10.3, 11.329, 7.639, 6.829]	[7, 13, 5, 12, 14, 20]	['017 CA3 Glut', '016 CA1-ProS Glut', '330 VLMC NN', '030 L6 CT CTX Glut', '045 OB-STR-CTX Inh IMN', '031 CT SUB Glut']	[38.27, 40.25, 41.18, 51.07, 54.34, 72.17]
11	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	338 Lymphoid NN	False	['Sv2b', 'Pcp4', 'Pde1a', 'Nrgn', 'Cdh13']	[12.5, 15.47, 10.63, 26.25, 8.46]	[12, 18, 10, 4, 17, 5]	['030 L6 CT CTX Glut', '005 L5 IT CTX Glut', '046 Vip Gaba', '326 OPC NN', '029 L6b CTX Glut', '330 VLMC NN']	[38.28, 38.63, 40.25, 43.27, 50.92, 52.09]
14	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	045 OB-STR-CTX Inh IMN	False	['Pde1a', 'Slc17a7', 'Tafa1', 'Ccn3', 'Nrn1']	[26.36, 12.729, 18.25, 5.5, 6.32]	[13, 7, 21, 6, 20, 28]	['016 CA1-ProS Glut', '017 CA3 Glut', '049 Lamp5 Gaba', '336 Monocytes NN', '031 CT SUB Glut', '006 L4/5 IT CTX Glut']	[36.01, 36.5, 36.88, 54.34, 56.28, 72.01]
19	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	337 DC NN	False	['Cck', 'Cadps2', 'Nrgn', 'Rgs4', 'Nrn1']	[16.79, 6.51, 20.489, 7.059, 6.55]	[26, 18, 20, 12, 27, 11]	['004 L6 IT CTX Glut', '005 L5 IT CTX Glut', '031 CT SUB Glut', '030 L6 CT CTX Glut', '036 HPF CR Glut', '338 Lymphoid NN']	[36.01, 36.35, 36.35, 36.5, 53.67, 54.34]
31	['046 Vip Gaba']	[1.0]	046 Vip Gaba	332 SMC NN	False	['Gad2', 'Synpr', 'Gad1', 'Nxph1', 'Cxcl14']	[13.84, 12.739, 12.88, 15.689, 10.689]	[24, 38, 32, 30, 37, 25]	['038 DG-PIR Ex IMN', '047 Sncg Gaba', '050 Lamp5 Lhx6 Gaba', '334 Microglia NN', '048 RHP-COA Ndnf Gaba', '319 Astro-TE NN']	[36.5, 36.88, 38.28, 40.71, 50.95, 51.88]
33	['051 Pvalb chandelier Gaba']	[1.0]	051 Pvalb chandelier Gaba	331 Peri NN	False	['Nxph1', 'Gad1', 'Snca', 'Slc32a1', 'Rab3c']	[20.93, 13.8, 14.89, 7.26, 9.939]	[34, 26, 32, 27, 25, 31]	['051 Pvalb chandelier Gaba', '004 L6 IT CTX Glut', '050 Lamp5 Lhx6 Gaba', '036 HPF CR Glut', '319 Astro-TE NN', '332 SMC NN']	[36.12, 39.0, 39.4, 50.92, 51.39, 72.06]
1	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	050 Lamp5 Lhx6 Gaba	False	['Parm1', 'Tafa1', 'Id2', 'Nrgn', 'Cdh13']	[8.439, 8.67, 4.989, 4.88, 8.779]	[8, 2, 9, 3, 15, 16]	['049 Lamp5 Gaba', '007 L2/3 IT CTX Glut', '045 OB-STR-CTX Inh IMN', '025 CA2-FC-IG Glut', '048 RHP-COA Ndnf Gaba', '326 OPC NN']	[37.64, 41.18, 51.54, 72.69, 75.58, 82.49]
4	['025 CA2-FC-IG Glut']	[1.0]	025 CA2-FC-IG Glut	331 Peri NN	False	['Pcp4', 'Tafa1', 'Rab3c', 'Bcl11b', 'Cck']	[28.02, 17.739, 19.7, 8.289, 10.67]	[5, 3, 11, 10, 12, 18]	['332 SMC NN', '025 CA2-FC-IG Glut', '022 L5 ET CTX Glut', '016 CA1-ProS Glut', '053 Sst Gaba', '046 Vip Gaba']	[38.63, 39.81, 41.68, 50.91, 51.88, 72.17]
9	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Tafa1', 'Slc17a7', 'C1ql3', 'Cnr1']	[26.079, 14.77, 12.649, 5.469, 6.5]	[8, 16, 2, 10, 3, 1]	['049 Lamp5 Gaba', '326 OPC NN', '007 L2/3 IT CTX Glut', '016 CA1-ProS Glut', '025 CA2-FC-IG Glut', '050 Lamp5 Lhx6 Gaba']	[36.12, 37.36, 37.95, 40.71, 50.95, 51.54]
13	['036 HPF CR Glut']	[1.0]	036 HPF CR Glut	336 Monocytes NN	False	['Pcp4', 'Reln', 'Ndnf', 'Zbtb20', 'Pde1a']	[9.81, 7.84, 5.829, 15.949, 7.59]	[12, 20, 14, 6, 7, 19]	['053 Sst Gaba', '030 L6 CT CTX Glut', '036 HPF CR Glut', '038 DG-PIR Ex IMN', '319 Astro-TE NN', '006 L4/5 IT CTX Glut']	[37.64, 39.0, 41.18, 45.0, 51.0, 51.0]
16	['048 RHP-COA Ndnf Gaba']	[1.0]	048 RHP-COA Ndnf Gaba	326 OPC NN	False	['Cnr1', 'Stmn1', 'Synpr', 'Gad2', 'Cplx2']	[57.729, 12.76, 9.079, 9.0, 12.829]	[15, 17, 9, 23, 8, 10]	['048 RHP-COA Ndnf Gaba', '004 L6 IT CTX Glut', '045 OB-STR-CTX Inh IMN', '335 BAM NN', '049 Lamp5 Gaba', '016 CA1-ProS Glut']	[36.35, 36.88, 37.36, 38.28, 51.39, 51.7]
25	['046 Vip Gaba']	[1.0]	046 Vip Gaba	031 CT SUB Glut	False	['Cnr1', 'Vip', 'Synpr', 'Gad2', 'Cxcl14']	[35.31, 11.779, 25.059, 8.96, 6.239]	[24, 18, 32, 26, 31, 17]	['047 Sncg Gaba', '046 Vip Gaba', '329 ABC NN', '338 Lymphoid NN', '330 VLMC NN', '004 L6 IT CTX Glut']	[36.88, 37.11, 37.36, 39.81, 50.92, 52.55]
26	['037 DG Glut']	[1.0]	037 DG Glut	338 Lymphoid NN	False	['Nrgn', 'Snca', 'Pde1a', 'Thsd7a', 'Slc17a7']	[53.25, 11.289, 6.84, 5.909, 9.63]	[19, 25, 27, 33, 18, 20]	['006 L4/5 IT CTX Glut', '031 CT SUB Glut', '333 Endo NN', '037 DG Glut', '046 Vip Gaba', '030 L6 CT CTX Glut']	[36.01, 39.81, 46.86, 48.17, 51.54, 53.67]
6	['038 DG-PIR Ex IMN']	[0.999]	038 DG-PIR Ex IMN	335 BAM NN	False	['Tafa1', 'Rab3c', 'Parm1', 'Pde1a', 'Bcl11b']	[25.649, 25.35, 12.17, 12.59, 4.789]	[7, 13, 5, 14, 12, 4]	['049 Lamp5 Gaba', '331 Peri NN', '022 L5 ET CTX Glut', '330 VLMC NN', '329 ABC NN', '052 Pvalb Gaba']	[36.5, 36.5, 38.63, 51.26, 51.26, 73.35]
8	['037 DG Glut']	[1.0]	037 DG Glut	336 Monocytes NN	False	['Gad1', 'Pcp4', 'Slc17a7', 'Prkca', 'Nrn1']	[28.17, 24.87, 19.77, 10.85, 7.829]	[15, 9, 1, 16, 2, 10]	['025 CA2-FC-IG Glut', '050 Lamp5 Lhx6 Gaba', '005 L5 IT CTX Glut', '031 CT SUB Glut', '029 L6b CTX Glut', '332 SMC NN']	[36.06, 36.22, 36.22, 52.31, 57.17, 72.06]
10	['046 Vip Gaba']	[1.0]	046 Vip Gaba	332 SMC NN	False	['Gad1', 'Nxph1', 'Grin3a', 'Rab3c', 'Synpr']	[19.459, 15.17, 7.929, 12.119, 8.1]	[9, 3, 17, 11, 18, 4]	['050 Lamp5 Lhx6 Gaba', '016 CA1-ProS Glut', '326 OPC NN', '053 Sst Gaba', '045 OB-STR-CTX Inh IMN', '052 Pvalb Gaba']	[36.01, 36.22, 36.35, 39.81, 51.26, 51.39]
13	['330 VLMC NN']	[1.0]	330 VLMC NN	331 Peri NN	False	['Ptgds', 'Igfbp2', 'Glul', 'Apoe', 'Igf2']	[36.779, 4.179, 8.0, 6.38, 7.869]	[6, 14, 12, 20, 19, 21]	['335 BAM NN', '330 VLMC NN', '329 ABC NN', '333 Endo NN', '017 CA3 Glut', '048 RHP-COA Ndnf Gaba']	[36.5, 37.95, 37.95, 42.72, 51.16, 51.54]
18	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Tafa1', 'Snca', 'Slc17a7', 'Pcp4', 'Pde1a']	[15.039, 12.8, 9.02, 11.279, 13.09]	[19, 25, 17, 11, 26, 10]	['017 CA3 Glut', '030 L6 CT CTX Glut', '326 OPC NN', '053 Sst Gaba', '007 L2/3 IT CTX Glut', '332 SMC NN']	[36.0, 36.5, 37.64, 37.64, 50.95, 51.26]
20	['017 CA3 Glut']	[1.0]	017 CA3 Glut	333 Endo NN	False	['Cnr1', 'Tafa1', 'Pcp4', 'Sv2b', 'C1ql3']	[20.84, 12.31, 12.279, 10.439, 8.479]	[27, 21, 19, 13, 28, 14]	['037 DG Glut', '048 RHP-COA Ndnf Gaba', '017 CA3 Glut', '331 Peri NN', '047 Sncg Gaba', '330 VLMC NN']	[36.06, 39.0, 40.25, 42.72, 51.16, 52.09]
23	['006 L4/5 IT CTX Glut', '004 L6 IT CTX Glut']	[0.995, 0.005]	006 L4/5 IT CTX Glut	338 Lymphoid NN	False	['Pcp4', 'Sv2b', 'Thsd7a', 'Slc17a7', 'Cck']	[28.42, 15.359, 9.96, 14.72, 10.14]	[22, 30, 16, 24, 15, 17]	['051 Pvalb chandelier Gaba', '004 L6 IT CTX Glut', '031 CT SUB Glut', '056 Sst Chodl Gaba', '025 CA2-FC-IG Glut', '326 OPC NN']	[36.67, 36.88, 37.64, 42.19, 50.92, 51.0]
25	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	030 L6 CT CTX Glut	False	['Plp1', 'Nos1', 'Chrm2', 'Nrgn', 'Sst']	[180.72, 10.569, 11.34, 10.81, 11.77]	[26, 32, 18, 24, 31, 19]	['007 L2/3 IT CTX Glut', '327 Oligo NN', '045 OB-STR-CTX Inh IMN', '056 Sst Chodl Gaba', '337 DC NN', '017 CA3 Glut']	[36.22, 36.5, 36.5, 36.88, 51.07, 51.26]
26	['017 CA3 Glut', '007 L2/3 IT CTX Glut']	[0.826, 0.174]	017 CA3 Glut	007 L2/3 IT CTX Glut	False	['Plp1', 'Sema5a', 'Zbtb20', 'Cpne7', 'Pcp4']	[42.68, 6.349, 27.19, 6.57, 14.149]	[19, 25, 33, 27, 32, 18]	['017 CA3 Glut', '030 L6 CT CTX Glut', '046 Vip Gaba', '037 DG Glut', '327 Oligo NN', '045 OB-STR-CTX Inh IMN']	[36.06, 36.22, 36.5, 38.63, 50.95, 50.95]
31	['327 Oligo NN']	[1.0]	327 Oligo NN	337 DC NN	False	['Plp1', 'Thsd7a', 'Cryab', 'Snca', 'Tspan2']	[209.839, 3.69, 4.34, 8.409, 3.91]	[32, 38, 24, 30, 25, 37]	['327 Oligo NN', '038 DG-PIR Ex IMN', '056 Sst Chodl Gaba', '004 L6 IT CTX Glut', '030 L6 CT CTX Glut', '006 L4/5 IT CTX Glut']	[36.06, 36.12, 37.95, 40.25, 51.07, 51.26]
2	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	319 Astro-TE NN	False	['Rab3c', 'Snca', 'Col25a1', 'Cnr1', 'Pcp4']	[17.27, 11.55, 6.659, 8.84, 8.5]	[3, 9, 1, 8, 10, 4]	['025 CA2-FC-IG Glut', '032 L5 NP CTX Glut', '050 Lamp5 Lhx6 Gaba', '048 RHP-COA Ndnf Gaba', '326 OPC NN', '051 Pvalb chandelier Gaba']	[37.64, 44.41, 45.0, 51.16, 51.7, 72.03]
5	['036 HPF CR Glut']	[1.0]	036 HPF CR Glut	337 DC NN	False	['Reln', 'Pcp4', 'Thsd7a', 'Nptx1', 'Pde1a']	[21.86, 15.72, 5.44, 5.559, 5.909]	[12, 6, 4, 11, 13, 19]	['030 L6 CT CTX Glut', '036 HPF CR Glut', '051 Pvalb chandelier Gaba', '029 L6b CTX Glut', '016 CA1-ProS Glut', '049 Lamp5 Gaba']	[36.06, 36.5, 41.18, 50.95, 51.39, 72.11]
26	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	331 Peri NN	False	['Gad2', 'Gad1', 'Enc1', 'Slc6a1', 'Nxph1']	[20.54, 14.71, 16.84, 12.77, 10.119]	[25, 27, 19, 33, 32, 34]	['336 Monocytes NN', '017 CA3 Glut', '049 Lamp5 Gaba', '007 L2/3 IT CTX Glut', '338 Lymphoid NN', '053 Sst Gaba']	[36.06, 37.11, 38.28, 39.0, 50.92, 52.09]
28	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Snca', 'Enc1', 'Nrgn', 'Nrn1', 'Slc17a7']	[12.319, 10.439, 9.319, 5.61, 8.199]	[35, 21, 27, 20, 34, 14]	['006 L4/5 IT CTX Glut', '038 DG-PIR Ex IMN', '017 CA3 Glut', '334 Microglia NN', '053 Sst Gaba', '022 L5 ET CTX Glut']	[36.35, 36.67, 40.71, 51.16, 55.07, 72.11]
32	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	338 Lymphoid NN	False	['Pde1a', 'Cck', 'Cnr1', 'Enc1', 'Slc17a7']	[14.67, 14.409, 11.18, 10.479, 12.14]	[25, 31, 33, 26, 38, 24]	['336 Monocytes NN', '005 L5 IT CTX Glut', '007 L2/3 IT CTX Glut', '331 Peri NN', '047 Sncg Gaba', '004 L6 IT CTX Glut']	[36.12, 37.36, 38.63, 50.92, 50.95, 53.67]
5	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Tafa1', 'Snca', 'Pde1a', 'Pcp4', 'Tshz2']	[15.1, 13.789, 9.56, 10.13, 8.789]	[6, 12, 4, 11, 13, 19]	['005 L5 IT CTX Glut', '022 L5 ET CTX Glut', '051 Pvalb chandelier Gaba', '334 Microglia NN', '319 Astro-TE NN', '052 Pvalb Gaba']	[36.67, 37.36, 39.4, 50.95, 51.16, 73.35]
13	['017 CA3 Glut', '016 CA1-ProS Glut']	[0.998, 0.001]	017 CA3 Glut	319 Astro-TE NN	False	['Tafa1', 'Nrgn', 'Sv2b', 'Pcp4', 'Cadps2']	[28.12, 35.97, 14.46, 13.27, 10.77]	[6, 14, 12, 20, 5, 19]	['005 L5 IT CTX Glut', '007 L2/3 IT CTX Glut', '022 L5 ET CTX Glut', '048 RHP-COA Ndnf Gaba', '338 Lymphoid NN', '052 Pvalb Gaba']	[36.06, 36.12, 36.35, 37.36, 51.16, 51.7]
23	['337 DC NN', '336 Monocytes NN']	[0.974, 0.026]	337 DC NN	336 Monocytes NN	False	['Ptgds', 'Pcp4', 'Cd81', 'Qk', 'Stmn1']	[15.869, 13.189, 4.07, 5.829, 3.549]	[16, 22, 24, 30, 29, 15]	['331 Peri NN', '329 ABC NN', '006 L4/5 IT CTX Glut', '029 L6b CTX Glut', '030 L6 CT CTX Glut', '330 VLMC NN']	[39.81, 40.25, 40.71, 41.18, 51.0, 52.09]
